GameID,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
T3484,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,71,16,7.3,20,Traveller's Tales,E10+,0.62
T3485,NHL 07,PSP,2006,Sports,Electronic Arts,76,7,6.6,23,EA Sports,E10+,0.17
T3486,Indigo Prophecy,XB,2005,Adventure,Atari,84,51,7.7,39,Quantic Dream,M,0.1
T3487,MX vs. ATV Untamed,PSP,2007,Racing,THQ,59,12,tbd,,Rainbow Studios,E,0.65
T3488,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82,39,8.2,68,"Namco Bandai Games America, Namco Bandai Games",T,0.32
T3489,Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,79,36,7.9,26,Kuju Entertainment,E,0.14
T3490,SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,,,,,,,0.1
T3491,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,60,13,7.1,114,1C: Maddox Games,T,0.05
T3492,Airblade,PS2,2001,Sports,Sony Computer Entertainment,70,18,5.8,12,Criterion Games,T,0.23
T3493,American Idol,GBA,2003,Misc,Codemasters,,,4.8,5,Mobius Entertainment,E,0.22
T3494,Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,,,,,"Targem Games, TopWare Interactive",T,0.04
T3495,Bomberman II,NES,1991,Puzzle,Hudson Soft,,,,,,,0.44
T3496,NHL 09,X360,2008,Sports,Electronic Arts,88,41,8.4,61,EA Canada,E10+,0.5
T3497,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,,,,,,,0.05
T3498,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,,,,,,,0.05
T3499,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,,,,,,,0.53
T3500,Remington Super Slam Hunting: Alaska,Wii,2011,Sports,Mastiff,,,tbd,,"Jack of All Games, eV Interactive",T,0.09
T3501,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,38,58,2.4,92,From Software,M,0.13
T3502,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,87,64,9,766,Square Enix,E10+,4.33
T3503,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,,,,,,,0.02
T3504,Feel the Magic XY/XX,DS,2004,Puzzle,Sega,75,55,8.1,18,Sonic Team,T,0.29
T3505,Monopoly Streets,Wii,2010,Misc,Electronic Arts,65,9,5.2,5,Electronic Arts,E,0.72
T3506,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,,,,,,,0.16
T3507,Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai Games,63,4,tbd,,Torus Games,E,0.04
T3508,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,,,,,,,0.04
T3509,Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,71,30,7.2,12,Project Aces,T,0.29
T3510,Turok,X360,2008,Action,Touchstone,69,63,7.1,120,Propaganda Games,M,0.75
T3511,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,93,58,8.6,118,Rockstar North,AO,1.95
T3512,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,,,tbd,,Magic Pockets,E,0.06
T3513,Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,,,,,,,0.12
T3514,Memories Off: Sorekara Again,PS2,2006,Adventure,KID,,,,,,,0.02
T3515,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,70,23,8.7,19,CyberConnect2,T,0.46
T3516,Summon Night,DS,2008,Role-Playing,Banpresto,,,,,,,0.07
T3517,I.Q. Remix+: Intelligent Qube,PS2,2000,Puzzle,Sony Computer Entertainment,,,,,,,0.04
T3518,Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,65,22,6.8,4,Page 44 Studios,E10+,0.14
T3519,NASCAR '14,X360,2014,Racing,Deep Silver,65,4,5.1,14,Deep Silver,E,0.17
T3520,Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,,,,,,,1.11
T3521,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,94,20,9.4,918,KCEJ,M,6.03
T3522,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,77,35,8.1,8,Namco,E,0.2
T3523,Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,59,31,7.3,49,"Koei, Omega Force",T,0.71
T3524,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,63,13,tbd,,Virtucraft,T,0.22
T3525,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,,,,,,0.17
T3526,Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,,,,,,,0.04
T3527,Black/Matrix,SAT,1998,Strategy,NEC Interchannel,,,,,,,0.08
T3528,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,,,,,,,0.1
T3529,PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,,,,,,,0.11
T3530,Eternal Ring,PS2,2000,Role-Playing,Ubisoft,62,13,5.3,9,From Software,T,0.3
T3531,Madden NFL 17,PS4,2016,Sports,Electronic Arts,82,35,4.9,83,EA Sports,E,1.75
T3532,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,,,,,,,0.05
T3533,Just Dance 2016,PS3,2015,Misc,Ubisoft,,,4.2,6,Ubisoft,E10+,0.19
T3534,Wonder World Amusement Park,DS,2009,Misc,Majesco Entertainment,,,tbd,,Coyote Console,E,0.08
T3535,Phantasy Star Collection,GBA,2002,Role-Playing,Atari,76,20,8.1,7,Digital Eclipse,E,0.11
T3536,AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,66,22,7,6,KCE Studios,T,0.11
T3537,Nightmare Creatures,N64,1996,Action,Activision,,,,,,,0.26
T3538,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,,,,,,,0.22
T3539,The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,,,,,,,0.35
T3540,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,50,7,6.6,8,Razorworks Studios,E,0.26
T3541,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,81,50,7.9,31,Phantagram,M,0.32
T3542,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,69,4,6.8,15,TT Games,E10+,0.24
T3543,Game Party 2,Wii,2008,Misc,Midway Games,29,7,4.6,7,Midway,E,1.88
T3544,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,88,75,8.6,869,EA DICE,M,3.47
T3545,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,,,,,,,0.03
T3546,Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,81,42,7,106,Intelligent Systems,E10+,0.61
T3547,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,,,,,,,0.04
T3548,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,,,,,,,0.12
T3549,NBA Live 08,PS2,2007,Sports,Electronic Arts,68,10,6.6,9,EA Canada,E,0.72
T3550,The Smurfs 2,X360,2013,Platform,Ubisoft,,,5.4,14,WayForward,E,0.12
T3551,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,,,,,,,1.34
T3552,Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,,,tbd,,Y's K,E,0.25
T3553,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,66,27,,,Cing,,0.06
T3554,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,51,10,tbd,,MumboJumbo,E,0.08
T3555,Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,63,25,4.4,307,Spellbound,T,0.19
T3556,Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,91,16,4.5,39,Headgate,E,0.01
T3557,Kung Fu Panda,PS2,2008,Action,Activision,73,6,8.6,5,Xpec,E10+,0.65
T3558,Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,,,,,,,0.39
T3559,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,54,15,4.6,5,3DO,T,0.17
T3560,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,,,,,,,0.15
T3561,Soma Bringer,DS,2008,Role-Playing,Nintendo,,,,,,,0.11
T3562,Fight Club,PS2,2004,Fighting,Vivendi Games,36,28,4.4,22,Genuine Games,M,0.18
T3563,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,69,10,tbd,,iNiS,T,0.18
T3564,RockMan & Forte,SNES,1998,Platform,Capcom,,,,,,,0.14
T3565,Frantix,PSP,2005,Puzzle,Ubisoft,,,,,,,0.08
T3566,Medabots: Metabee,GBA,2002,Role-Playing,Natsume,,,,,,,0.05
T3567,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,,,,,,,0.21
T3568,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,60,52,7.4,21,Nex Entertainment,T,0.83
T3569,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,72,40,8,5,Vicarious Visions,E10+,1.57
T3570,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,70,98,8.1,2652,Quantic Dream,M,1.63
T3571,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,,,7.4,10,Art,E,1.94
T3572,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,85,17,8.5,22,EA Sports,E,1.16
T3573,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,,,,,,,3.21
T3574,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,71,37,8.1,8,Artech Studios,M,0.05
T3575,SSX 3,GBA,2003,Sports,Electronic Arts,63,14,tbd,,Visual Impact,E,0.12
T3576,Amagami,PSP,2011,Adventure,Kadokawa Shoten,,,,,,,0.15
T3577,Happy Feet Two,DS,N/A,Action,Warner Bros. Interactive Entertainment,,,tbd,,WayForward,E,0.1
T3578,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,,,tbd,,Data Design Interactive,E,0.02
T3579,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,,,,,,,0.07
T3580,The Invincible Iron Man,GBA,2002,Action,Activision,68,9,tbd,,Torus Games,E,0.04
T3581,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,,,,,,,0.12
T3582,Who Wants to be a Millionaire: 2nd Edition,DS,2008,Misc,Ubisoft,,,,,,,0.01
T3583,Dungeon Siege III,X360,2011,Role-Playing,Square Enix,72,55,5.9,102,Obsidian Entertainment,T,0.37
T3584,"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing,,,,,,,0.03
T3585,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,,,,,,,0.18
T3586,Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios,,,,,,,0.34
T3587,Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,85,31,8.7,14,"Z-Axis, Ltd.",T,0.35
T3588,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,,,tbd,,Ubisoft,E,0.07
T3589,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,,,,,,,0.07
T3590,007: The World is not Enough,N64,2000,Action,Electronic Arts,,,,,,,1.55
T3591,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,71,60,7.5,169,Zipper Interactive,T,0.5
T3592,MLB SlugFest 20-03,PS2,N/A,Sports,Unknown,77,25,8.2,6,Midway,E,0.83
T3593,Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,49,4,tbd,,THQ,E,0.13
T3594,Burnout Revenge,PS2,2005,Racing,Electronic Arts,90,52,8.8,114,Criterion Games,E10+,0.9
T3595,Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,78,46,7.8,167,Kojima Productions,M,0.38
T3596,The Golden Compass,X360,2007,Action,Sega,41,25,4.1,14,Shiny Entertainment,E10+,0.46
T3597,Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,51,11,7.8,17,Ubisoft,E,0.88
T3598,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,80,36,6.2,114,Capcom,T,0.09
T3599,Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,,,,,,,0.06
T3600,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,,,,,,,0.02
T3601,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,79,63,8.1,86,Camelot Software Planning,E10+,0.78
T3602,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,68,10,7.8,32,LucasArts,E10+,0.78
T3603,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,47,5,tbd,,Altron,E,0.54
T3604,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,,,,,,,0.03
T3605,Iron Man,Wii,2008,Action,Sega,44,14,7,8,Artificial Mind and Movement,T,0.59
T3606,Wallace & Gromit in Project Zoo,GC,2003,Platform,BAM! Entertainment,,,,,,,0.07
T3607,Killer is Dead,X360,2013,Action,Deep Silver,64,38,7.2,144,Grasshopper Manufacture,M,0.12
T3608,Viewtiful Joe 2,PS2,2004,Action,Capcom,85,29,7.7,17,Clover Studio,T,0.21
T3609,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,56,6,6.9,12,Griptonite Games,E10+,0.24
T3610,Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,,,,,,,0.48
T3611,Freedom Wars,PSV,2014,Role-Playing,Sony Computer Entertainment,73,39,8.3,265,"Dimps Corporation, SCE Japan Studio",T,0.65
T3612,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,,,,,,,0.18
T3613,MySims,Wii,2007,Simulation,Electronic Arts,68,38,7.2,56,EA Redwood Shores,E,1.65
T3614,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006,Action,Konami Digital Entertainment,,,,,,,0.01
T3615,3DS Classic Collection,3DS,2016,Misc,Sega,,,,,,,0.03
T3616,Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,,,,,,,0.07
T3617,Tetris Worlds,GC,2002,Puzzle,THQ,47,10,5.6,8,Radical Entertainment,E,0.22
T3618,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,,,,,,,0.02
T3619,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,69,9,7,8,Prope,E,0.39
T3620,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,44,9,7.3,9,FUN Labs,E10+,0.12
T3621,The Legend of Kage 2,DS,2008,Action,Square Enix,70,21,6.3,4,Taito Corporation,E10+,0.07
T3622,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,86,25,7.7,24,Codemasters,E,1.4
T3623,NBA 2K11,PS3,2010,Action,Take-Two Interactive,89,46,7.6,105,Visual Concepts,E,1.8
T3624,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,,,,,,,0.11
T3625,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,,,tbd,,Artdink,E10+,0.02
T3626,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,72,56,7.2,150,"Square Enix, Tri-Ace",T,0.79
T3627,Guitar Hero: World Tour,Wii,2008,Misc,Activision,86,18,7.6,71,Vicarious Visions,T,3.62
T3628,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,,,,,,,0.18
T3629,Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft,,,,,,,0.03
T3630,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,,,,,,,0.17
T3631,Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,,,,,,,0.02
T3632,Sonic Lost World,3DS,2013,Platform,Sega,59,34,6.5,144,Dimps Corporation,E10+,0.49
T3633,Buzz Lightyear of Star Command,PS,2000,Platform,Activision,54,10,5.3,4,Traveller's Tales,E,0.63
T3634,Hyrule Warriors,WiiU,2014,Action,Nintendo,76,81,8.3,662,Omega Force,T,1.23
T3635,NBA 2K3,GC,2002,Sports,Sega,84,11,tbd,,Visual Concepts,E,0.16
T3636,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,,,,,,,0.03
T3637,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,,,,,,,0.04
T3638,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,83,17,5.5,8,Io Interactive,M,0.13
T3639,Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,60,44,5.9,27,Volatile Games,M,0.28
T3640,The Incredible Hulk,DS,2008,Action,Sega,50,15,tbd,,Amaze Entertainment,E10+,0.24
T3641,Killer Instinct,SNES,1995,Fighting,Nintendo,,,,,,,3.2
T3642,Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,,,,,,,0.04
T3643,Trapt,PS2,2005,Action,Tecmo Koei,60,36,7.9,14,Paon Corporation,M,0.06
T3644,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,,,,,,,0.02
T3645,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,,,,,,,0.01
T3646,Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,,,tbd,,Ludia Inc.,E,0.04
T3647,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,,,,,,,0.11
T3648,Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,,,,,,,0.03
T3649,1001 Touch Games,DS,2011,Action,Avanquest,,,tbd,,Avanquest Software,E,0.31
T3650,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,,,,,,,0.02
T3651,Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,,,,,,,0.32
T3652,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,58,16,tbd,,Shin'en,E,0.03
T3653,Rock Band 2,PS2,2008,Misc,MTV Games,,,8,4,Harmonix Music Systems,T,0.59
T3654,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami Digital Entertainment,,,,,,,0.03
T3655,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,,,,,,,0.02
T3656,Combat,2600,N/A,Action,Atari,,,,,,,1.25
T3657,Sushi Academy,DS,2009,Action,DTP Entertainment,,,tbd,,DTP Entertainment,E,0.08
T3658,Rugby Challenge 3,X360,2016,Sports,Alternative Software,,,tbd,,Wicked Witch Software,E,0.02
T3659,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,87,10,8.3,36,Shaba Games,E,1.67
T3660,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,84,32,9,41,Traveller's Tales,E10+,2.69
T3661,Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,,,,,,,0.02
T3662,VMX Racing,PS,1997,Racing,Playmates,,,,,,,0.28
T3663,Wild West Shootout,Wii,2010,Shooter,Unknown,,,tbd,,Funbox Media,T,0.02
T3664,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,65,9,tbd,,Her Interactive,E,0.11
T3665,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,,,3.2,5,,,0.02
T3666,The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform,THQ,,,,,,,0.2
T3667,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,,,tbd,,Arcade Moon,T,0.36
T3668,DiRT Rally,PC,2016,Racing,Codemasters,86,33,8.7,288,Codemasters,E,0.03
T3669,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,92,97,8.3,3712,Naughty Dog,T,6.74
T3670,NBA Jam,PS3,2010,Sports,Electronic Arts,71,33,5.7,14,EA Canada,E,0.39
T3671,Skies of Arcadia,DC,2000,Role-Playing,Sega,93,21,9.4,98,Overworks,T,0.09
T3672,Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games,47,5,tbd,,Opus,E,0.03
T3673,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,77,40,6.8,85,Konami,E,2.41
T3674,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,65,12,7.8,63,Frima Studio,M,0.1
T3675,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,51,11,5.9,14,EA Sports,E,0.22
T3676,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,54,83,6.5,1074,SCE Japan Studio,E10+,1.73
T3677,NBA 2K14,XOne,2013,Sports,Take-Two Interactive,86,15,5.7,183,Visual Concepts,E,0.91
T3678,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,70,26,5.5,4,SCEE London Studio,T,0.93
T3679,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,,,,,,,0.07
T3680,Clannad,PS2,2006,Adventure,Interchannel,,,,,,,0.04
T3681,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,,,5,7,Visual Concepts,E,0.27
T3682,Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,,,,,,,0.04
T3683,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,81,19,7.5,14,Vicarious Visions,T,0.37
T3684,AKB1/48: Idol to Guam de Koishitara...,X360,N/A,Misc,N/A,,,,,,,0.01
T3685,Stronghold 3,PC,2011,Strategy,N/A,47,29,3,350,FireFly Studios,T,0.16
T3686,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,,,5.9,8,WayForward,E10+,0.25
T3687,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,66,60,6.9,106,Nintendo,E,3.05
T3688,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,,,,,,,0.45
T3689,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,46,26,7.2,17,DreamFactory,T,0.05
T3690,StokEd,X360,2009,Sports,Zushi Games,68,34,8.6,19,Bongfish,T,0.21
T3691,Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,,,,,,,0.17
T3692,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,75,39,5.4,555,Lionhead Studios,M,0.32
T3693,Rampage World Tour,N64,1998,Action,GT Interactive,,,,,,,0.45
T3694,Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,72,31,7.1,35,Capcom Vancouver,M,0.32
T3695,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,Broccoli,,,,,,,0.01
T3696,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,53,4,5.5,6,Exient Entertainment,E,0.36
T3697,Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,57,62,5.5,53,Bigbig Studios,E10+,0.3
T3698,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,80,54,7.9,101,Project Aces,T,1.01
T3699,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,,,tbd,,Rising Star Games,E,0.05
T3700,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,57,14,5.6,46,Junction Point,E,0.23
T3701,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,,,,,,,0.02
T3702,"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,,,,,,,0.3
T3703,Minecraft,WiiU,2016,Misc,Microsoft Game Studios,,,,,,,0.68
T3704,F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,61,27,7.3,106,TimeGate Studios,M,0.01
T3705,Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,,,9,4,Novarama,E10+,0.29
T3706,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,79,33,6.4,9,Capcom,T,0.15
T3707,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,,,,,,,0.08
T3708,Super Power League,SNES,1993,Sports,Hudson Soft,,,,,,,0.17
T3709,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,83,25,8.3,26,Snowblind Studios,T,0.2
T3710,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,,,tbd,,"Lexis Numerique, Virtual Toys",E,1.28
T3711,The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,75,45,7.5,82,Daedalic Entertainment,,0.03
T3712,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,57,9,6.3,10,TOSE,E10+,0.11
T3713,JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,45,5,4.5,8,Trickstar Games,T,0.09
T3714,Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,49,12,tbd,,WildTangent,E,0.35
T3715,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,73,43,7.1,75,TT Games,E10+,0.93
T3716,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,,,tbd,,Mastiff,T,0.01
T3717,WipeOut 3 The Game,WiiU,2012,Action,Activision,,,,,,,0.13
T3718,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,,,,,,,0.11
T3719,Devil May Cry HD Collection,PS3,2012,Action,Capcom,74,27,8.8,158,"Capcom, Pipeworks Software, Inc.",M,0.82
T3720,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,,,tbd,,Harmonix Music Systems,T,0.19
T3721,Samurai Warriors 3,Wii,2009,Action,Nintendo,55,26,7.2,22,Omega Force,T,0.44
T3722,Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,58,34,7.2,46,Racjin,T,0.49
T3723,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,,,,,,,0.12
T3724,Sacred Gold,PC,2005,Role-Playing,Encore,,,8.2,25,Ascaron Entertainment GmbH,T,0.02
T3725,Earthworm Jim,GBA,2001,Platform,Interplay,72,10,5.7,6,Game Titan,E,0.29
T3726,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,,,,,,,0.55
T3727,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,,,,,,,0.05
T3728,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,65,4,tbd,,Amble,E,0.27
T3729,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,53,14,5.5,81,"Cyanide, Cyanide Studios",M,0.24
T3730,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,,,,,,,0.02
T3731,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,,,tbd,,Game Machine Studios,E,0.21
